0,1,2,3,4,5,6
321000,30203,30211,627073506,24050,24050,10
321000,30203,30211,627073506,23025,23025,10
321000,30203,30211,627073506,21999,21999,10
321000,30203,30211,627073506,20974,20974,10
321000,30203,30211,627073506,19948,19948,10
321000,30203,30211,627073506,18923,18923,10
321000,30203,30211,627073506,17897,17897,10
321000,30203,30211,627073506,16872,16872,10
321000,30203,30211,627073506,15846,15846,10
321000,30203,30211,627073506,14821,14821,10
321000,30203,30211,627073506,13795,13795,10
321000,30203,30211,627073506,12770,12770,10
321000,30203,30211,627073506,11744,11744,10
321000,30203,30211,627073506,10719,10719,10
321000,30203,30211,627073506,9693,9693,10
321000,30203,30211,627073506,8668,8668,10
321000,30203,30211,627073506,7642,7642,10
321000,30203,30211,627073506,6617,6617,10
321000,30203,30211,627073506,5591,5591,10
321000,30203,30211,627073506,4566,4566,10
321000,30203,30211,627073506,3540,3540,10
321000,30203,30211,627073506,2515,2515,10
321000,30203,30211,627073506,1489,1489,10
321000,30203,30211,627073506,463,463,10
321000,7,3,8,463,463,10
321000,1447,1439,100312,463,463,10
321000,3191,3187,9964482,463,463,10
321000,5023,5011,8977322,463,463,10
321000,6971,6967,26754302,463,463,10
321000,9091,9067,17788398,463,463,10
321000,11087,11083,120881091,463,463,10
321000,13219,13187,42799020,463,463,10
321000,15427,15391,235506285,463,463,10
321000,17519,17491,94816686,463,463,10
321000,19963,19927,394486422,463,463,10
321000,22067,22063,142640402,463,463,10
321000,24407,24391,219988553,463,463,10
321000,26879,26863,90866445,463,463,10
321000,29059,29027,197247013,463,463,10
321000,31387,31379,36892663,463,463,10
321000,33679,33647,638851024,463,463,10
321000,35983,35963,786640677,463,463,10
321000,38459,38447,1088812571,463,463,10
321000,40763,40759,638622371,463,463,10
321000,43051,43019,776550856,463,463,10
321000,45667,45659,1882325362,463,463,10
321000,48163,48131,467565322,463,463,10
321000,50411,50387,1446659270,463,463,10
321000,52999,52967,558012858,463,463,10
321000,55631,55619,3021367553,463,463,10
321000,57991,57947,1364491000,463,463,10
321000,60611,60607,3480640901,463,463,10
321000,62983,62971,2130846358,463,463,10
321000,65519,65479,2430788895,463,463,10
321000,7,3,1,231,132,150
321000,1447,1439,1260549,231,132,150
321000,3191,3187,311424,231,132,150
321000,5023,5011,1836162,231,132,150
321000,6971,6967,13081970,231,132,150
321000,9091,9067,24469448,231,132,150
321000,11087,11083,74820627,231,132,150
321000,13219,13187,136421427,231,132,150
321000,15427,15391,88411432,231,132,150
321000,17519,17491,289400243,231,132,150
321000,19963,19927,58298825,231,132,150
321000,22067,22063,237607110,231,132,150
321000,24407,24391,441450808,231,132,150
321000,26879,26863,570232891,231,132,150
321000,29059,29027,294524402,231,132,150
321000,31387,31379,190960895,231,132,150
321000,33679,33647,620866465,231,132,150
321000,35983,35963,1168011525,231,132,150
321000,38459,38447,44700958,231,132,150
321000,40763,40759,702643532,231,132,150
321000,43051,43019,501490706,231,132,150
321000,45667,45659,283082500,231,132,150
321000,48163,48131,1363101710,231,132,150
321000,50411,50387,678109600,231,132,150
321000,52999,52967,2681010779,231,132,150
321000,55631,55619,762984397,231,132,150
321000,57991,57947,1505068563,231,132,150
321000,60611,60607,773142995,231,132,150
321000,62983,62971,3122508302,231,132,150
321000,65519,65479,1434603371,231,132,150
33334,30203,30211,627073506,231,132,150
66667,30203,30211,627073506,231,132,150
100000,30203,30211,627073506,231,132,150
133334,30203,30211,627073506,231,132,150
166667,30203,30211,627073506,231,132,150
200000,30203,30211,627073506,231,132,150
233334,30203,30211,627073506,231,132,150
266667,30203,30211,627073506,231,132,150
300000,30203,30211,627073506,231,132,150
333334,30203,30211,627073506,231,132,150
366667,30203,30211,627073506,231,132,150
400000,30203,30211,627073506,231,132,150
433334,30203,30211,627073506,231,132,150
466667,30203,30211,627073506,231,132,150
500001,30203,30211,627073506,231,132,150
533334,30203,30211,627073506,231,132,150
566667,30203,30211,627073506,231,132,150
600000,30203,30211,627073506,231,132,150
633334,30203,30211,627073506,231,132,150
666667,30203,30211,627073506,231,132,150
700000,30203,30211,627073506,231,132,150
733334,30203,30211,627073506,231,132,150
766667,30203,30211,627073506,231,132,150
800000,30203,30211,627073506,231,132,150
833334,30203,30211,627073506,231,132,150
866667,30203,30211,627073506,231,132,150
900001,30203,30211,627073506,231,132,150
933334,30203,30211,627073506,231,132,150
966667,30203,30211,627073506,231,132,150
1000000,30203,30211,627073506,231,132,150
